cod interno do cliente,Descrição,codigo fornecedores,Detalhe,Aplicação,Diam.Copinho,Diam.Rolamento,Face a Face Cruzeta
140.16A.LN,FLANGE DE ORELHA,41.305,4 FUROS Ө 12.00mm/PILOTO 65.00mm,RANGER TURBO 2015 EM DIANTE,30.20mm,,92.00mm
140.16A.RAP,FLANGE DE ORELHA,S198,FLANGE DE ARTICULAÇÃO 4 FUROS ENCAIXE MACHO,JOHN DEERE,30.20mm,,92.00mm
140.16A.SC,FLANGE DE ORELHA,SF41,"4 FUROS Ө 7/16''/MACHO PILOTO Ө 70,00mm",TOYOTA BANDEIR/TDP SERIE 2500,30.20mm,,92.00mm
140.16B.SC,FLANGE DE ORELHA,SF,8 FUROS Ө 10.00mm/DISCO Ө 120.00mm/FEMEA PILOTO Ө 75.00mm,TDP SERIE 2500/FORD BODY SHOP,30.20mm,,92.00mm
140.16C..RCB,FLANGE DE ORELHA,RCB140C,4 FUROS Ө 7/16''/ PILOTO FÊMEA 65MM,TOYOTA BANDEIR/TDP SERIE 2500,30.20mm,,92.00mm
140.16C.RCB,FLANGE DE ORELHA,RCB140C,4 FUROS Ө 7/16''/ PILOTO FÊMEA 65MM,TOYOTA BANDEIR/TDP SERIE 2500,30.20mm,,92.00mm
140.17.LN,FLANGE DE ACOPLAMENTO,501047,CARDAN/CAMBIO/DIFERENCIAL/4 FUROS Ө 7/16''/FEMEA PILOTO Ө 70.00mm,TOYOTA BANDEIRANTES,,,
140.17.MDR,FLANGE DE ACOPLAMENTO,P02638,CARDAN/CAMBIO/DIFERENCIAL/4 FUROS Ө 7/16''/FEMEA PILOTO Ө 70.00mm,TOYOTA BANDEIRANTES,,,
140.17.PTR,FLANGE DE ACOPLAMENTO,9009,CARDAN/CAMBIO/DIFERENCIAL/4 FUROS Ө 7/16''/FEMEA PILOTO Ө 70.00mm,TOYOTA BANDEIRANTES,,,
140.17.RCB,FLANGE DE ACOPLAMENTO,140.RCB,CARDAN/CAMBIO/DIFERENCIAL/4 FUROS Ө 7/16''/FEMEA PILOTO Ө 70.00mm,TOYOTA BANDEIRANTES,,,
140.17.STH,FLANGE DE ACOPLAMENTO,RFL612,CARDAN/CAMBIO/DIFERENCIAL/4 FUROS Ө 7/16''/FEMEA PILOTO Ө 70.00mm,TOYOTA BANDEIRANTES,,,
140.18.LAL,TUBO DO CARDAN,340,(60.00X3.50mm)Ө EXT=60.00mm/Ө INT=53.00mm/ESPESSURA=3.50mm,TOYOTA BANDEIRANTES,,,
140.18.TB,TUBO DO CARDAN,001215CT/0261SID,(60.00X3.50mm)Ө EXT=60.00mm/Ө INT=53.00mm/ESPESSURA=3.50mm,TOYOTA BANDEIRANTES,,,
140.18B.TB,TUBO DO CARDAN,001556 CT,(60.00X3.50mm)Ө EXT=60.00mm/Ө INT=53.00mm/ESPESSURA=3.50mm,TOYOTA BANDEIRANTES,,,
140.19.MEC,TERMINAL AGRICOLA,FL1941,15 ESTRIAS,New Holland 7630,30.20mm,,92.00mm
140.27.RCB,MANCAL COMPLETO CARDAN,140.RCB,PROJETO SUPORTE REI,TOYOTA BANDEIRANTES,,30.00mm,
140.27.SR,MANCAL COMPLETO CARDAN,R1011,PROJETO SUPORTE REI,TOYOTA BANDEIRANTES,,30.00mm,
140.27A.SR,BORRACHA COM ROLAMENTO,R1012,PROJETO SUPORTE REI,TOYOTA BANDEIRANTES CHASSI LON,,30.00mm,
140.28.LN,BORRACHA SANFONA,41.411,45.00X39.00mm/Ө INTERNO=45.00mm E Ө INTERNO=39.00mm,TOYOTA BANDEIRANTES,,,
140.28.PTR,BORRACHA SANFONA,8092K,45.00X39.00mm/Ө INTERNO=45.00mm E Ө INTERNO=39.00mm,TOYOTA BANDEIRANTES,,,
140.28.SR,BORRACHA SANFONA,R209,45.00X39.00mm/Ө INTERNO=45.00mm E Ө INTERNO=39.00mm,TOYOTA BANDEIRANTES,,,
140.32.SPI,PORCA DO PINHAO,30271,APLICAÇÃO TOYOTA BANDEIRANTE,APLICAÇÃO TOYOTA BANDEIRANTE,,,
140.33.LN,PARAFUSO DO FLANGE COM PORCA,41.311,10.00X40.00mm/CABECA SEXTAVADO 14.00mm,TOYOTA BANDEIRANTES,,,
140.33.PA,PARAFUSO DO FLANGE SEM PORCA,500377,10.00X1.25mmX40.00mm/CABECA SEXTAVADO 14.00mm,TOYOTA BANDEIRANTES,,,
140.33A.LN,PARAFUSO DO FLANGE COM PORCA,41.310,10.00X30.00mm/CABECA SEXTAVADO 14.00mm,TOYOTA BANDEIRANTES,,,
140.33B.PA,PARAFUSO DO FLANGE C/ PORCA,500630,10.00X1.25mmX30.00mm/CABECA SEXTAVADO 10.00mm,TOYOTA BANDEIRANTES,,,
140.38.LN,ABRACADEIRA DE FITAS,41.367,38.00X51.00mm,TOYOTA BANDEIRANTES,*50,,
140.38.PA,ABRACADEIRA REGULAVEL FITA 14.5mm,5701022,44.00X57.00mm,TOYOTA BANDEIRANTES/ F250,*50,,
140.38A.PA,ABRACADEIRA REGULAVEL FITA 14.5mm,5701020,38.00X51.00mm,TOYOTA BANDEIRANTES/ F250,*50,,
140.38D.PA,ABRACADEIRA REGULAVEL FITA 14.5mm,5691008,13X19MM,TOYOTA BANDEIRANTES/ F250,*50,,
140.38H.PA,ABRACADEIRA REGULAVEL FITA,5691016,25X38MM,TOYOTA BANDEIRANTES/ F250,*50,,
140.38J.PA,ABRACADEIRA REGULAVEL FITA 14.5mm,5691011,19X27MM,TOYOTA BANDEIRANTES/ F250,*50,,
140.50.AEM,TERMINAL CURTO FURO REDONDO,CC257,Ө 35.00mm/CHAVETA 3/8''/FURO TRANSVERSAL 10.00mm,TDP SERIE 2500,30.20mm,,92.00mm
140.50A.AEM,TERMINAL CURTO FURO REDONDO,CC265,Ө 35.00mm/CHAVETA 10.00mm/FURO TRANSVERSAL 12.00mm,TDP SERIE 2500,30.20mm,,92.00mm
140.50B.AEM,TERMINAL CURTO FURO REDONDO,CC290,Ө 35.00mm/CHAVETA 3/8''/APERTO LATERAL,TDP SERIE 2500,30.20mm,,92.00mm
140.50C.AEM,TERMINAL CURTO FURO REDONDO,CC273,Ө 30.00mm/CHAVETA 3/8''/APERTO LATERAL,TDP SERIE 2500,30.20mm,,92.00mm
140.50D.AEM,TERMINAL CURTO FURO REDONDO,CC294,Ө 30.00mm/CHAVETA 5/16''/APERTO LATERAL,TDP SERIE 2500,30.20mm,,92.00mm
140.50E.AEM,TERMINAL CURTO FURO REDONDO,CC715,Ө 45.00mm/CHAVETA 3/8''/APERTO LATERAL C/ INTERF,TDP SERIE 2500,30.20mm,,92.00mm
140.50F.AEM,TERMINAL CURTO FURO REDONDO,CC295,Ө 35.00mm/CHAVETA10 mm'/APERTO LATERAL C/ INTERF,TDP SERIE 2500,30.20mm,,92.00mm
140.50G.AEM,TERMINAL CURTO FURO REDONDO,CC276,Ө 35.00mm/CHAVETA 3/8 /APERTO LATERAL S/ INTERF,TDP SERIE 2500,30.20mm,,92.00mm
140.50H.AEM,TERMINAL CURTO FURO REDONDO,CC255,Ө 35.00mm/CHAVETA 10.00mm /APERTO LATERAL S/ INTERF,TDP SERIE 2500,30.20mm,,92.00mm
140.50I.AEM,TERMINAL CURTO FURO REDONDO,CC260,Ө 30.00mm/CHAVETA 3/8''/APERTO LATERAL S/ INTERF,TDP SERIE 2500,30.20mm,,92.00mm
140.50J.AEM,TERMINAL CURTO FURO REDONDO,CC254,Ө 30.00mm/CHAVETA 5/16''/APERTO LATERAL S/ INTERF,TDP SERIE 2500,30.20mm,,92.00mm
140.50K.AEM,TERMINAL CURTO FURO REDONDO,CC269,Ө 35.00mm/CHAVETA 5/16''/APERTO LATERAL C/ INTERF.,TDP SERIE 2500,30.20mm,,92.00mm
140.52.AEM,TERMINAL CURTO FURO QUADRADO,CC251,Ө 39.85mm/FURO TRANSVERSAL 10.00mm/FEMEA,TDP SERIE 2500,30.20mm,,92.00mm
140.52.NOB,TERMINAL CURTO FURO QUADRADO,TCN251,Ө 39.85mm/FURO TRANSVERSAL 10.00mm/FEMEA,TDP SERIE 2500,30.20mm,,92.00mm
140.52A.AEM,TERMINAL CURTO FURO QUADRADO,CC252,Ө 29.90mm/FURO TRANSVERSAL 10.00mm/MACHO,TDP SERIE 2500,30.20mm,,92.00mm
140.52A.NOB,TERMINAL CURTO FURO QUADRADO,TCN252,Ө 29.90mm/FURO TRANSVERSAL 10.00mm/MACHO,TDP SERIE 2500,30.20mm,,92.00mm
140.54.AEM,TERMINAL FLANGEADO,CC270,Ө 120.00mm/4 FUROS Ө 14.00mm/MACHO 71.40mm,TDP SERIE 2500,30.20mm,,92.00mm
140.56.AEM,TERMINAL SEXTAVADO,CC259,SEXTAVADO 29.00mm/COM ENGATE,TDP SERIE 2500,30.00mm,,92.00mm
140.56A.AEM,TERMINAL SEXTAVADO,CC272,SEXTAVADO 31.75mm/COM ENGATE RAPIDO,TDP SERIE 2500,30.00mm,,92.00mm
140.56B.AEM,TERMINAL SEXTAVADO,CC278,SEXTAVADO 31.75mm/COM APERTO LATERAL/ COM INTERF.,TDP SERIE 2500,30.00mm,,92.00mm
140.57.AEM,TERMINAL ESTRIADO/ENTALHADO,CC292,6 ESTRIAS/Ө 1 3/8''/COM APERTO LATERAL,TDP SERIE 2500,30.20mm,,92.00mm
140.58.AEM,TUBO QUADRADO FEMEA,CC28J/1000,□ 39.80X4.75mm,TDP SERIE 2500,,,
140.58A.AEM,TUBO QUADRADO FEMEA,CC28/1000,"□ 37,00X4.00mm",TDP SERIE 2500,,,
140.58B.AEM,TUBO QUADRADO FEMEA,CC28/3000,"□ 37,00X4.00mm/MEDINDO 3000.00mm",TDP SERIE 2500,,,
140.58B.NOB,TUBO QUADRADO FEMEA,TBN28/3000,"□ 37,00X4.00mm/MEDINDO 3000.00mm",TDP SERIE 2500,,,
140.58C.AEM,TUBO QUADRADO FEMEA,CC28J/3000,"□ 39.80X4.75mmX30,40mm",TDP SERIE 2500,,,
140.58C.NOB,TUBO QUADRADO FEMEA,TBN28J/3000,"□ 39.80X4.75mmX30,40mm",TDP SERIE 2500,,,
140.59.AEM,BARRA QUADRADA MACHO,CC29/3000,□ 30.10mm/MEDINDO 3000.00mm,TDP SERIE 2500,,,
140.59.NOB,BARRA QUADRADA MACHO,TBN29/3000,□ 30.10mm/MEDINDO 3000.00mm,TDP SERIE 2500,,,
140.64.AEM,TERMINAL ENGATE RAPIDO,CC250,6 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.64.DIST,TERMINAL ENGATE RAPIDO,CC250,6 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.64.NOB,TERMINAL ENGATE RAPIDO,TCN250,6 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.64A.AEM,TERMINAL ENGATE RAPIDO,CC250E,21 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.64A.NOB,TERMINAL ENGATE RAPIDO,TCN250E,21 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.64B.AEM,TERMINAL ENGATE RAPIDO,CC263,6 ESTRIAS/Ө 1 3/4''(06 ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.65.AEM,TERMINAL GIRO LIVRE,CC281,6 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS),TDP SERIE 2500,30.20mm,,92.00mm
140.66.AEM,FLANGE EMBREAGEM,EA250.05,Ө 180.00mm,TDP SERIE 2500,,,
140.66B.AEM,CONJUNTO DE EMBREAGEM,EA250.00,TORQUE DE 90.00Kgf.m,TDP SERIE 2500,,,
140.66C.AEM,CONJUNTO DE EMBREAGEM,EA252.00,TORQUE DE 90.00Kgf.m / 21 ESTRIAS,TDP SERIE 2500,,,
140.68.AEM,TERMINAL FURO TRIANGULAR,CC251,Δ 52.50mm/APLICA CI58/FEMEA,TDP SERIE 2500,30.20mm,,92.00mm
140.68A.AEM,TERMINAL FURO TRIANGULAR,CC252,Δ 44.60mm/APLICA CI59/MACHO,TDP SERIE 2500,30.20mm,,92.00mm
140.68B.AEM,TERMINAL FURO TRIANGULAR,6018,Δ 44.60mm/APLICA CI59/MACHO/APLICA SERIES TDP 2500 E 5000,TDP SERIE 2500,30.20mm,,92.00mm
140.68C.AEM,TERMINAL FURO TRIANGULAR,6019,Δ 52.50mm/APLICA CI58/FEMEA/APLICA SERIES TDP 2500 E 5000,TDP SERIE 2500,30.20mm,,92.00mm
140.68E.AEM,TERMINAL FURO TRIANGULAR,CI251,Δ 52.50mm/APLICA CI58/FEMEA/SERIE VERDE,TDP SERIE 2500,30.20mm,,92.00mm
140.68E.DIST,TERMINAL FURO TRIANGULAR,CI251,Δ 52.50mm/APLICA CI58/FEMEA/SERIE VERDE,TDP SERIE 2500,30.20mm,,92.00mm
140.68E.NOB,TERMINAL FURO TRIANGULAR,TIN251,Δ 52.50mm/APLICA CI58/FEMEA/SERIE VERDE,TDP SERIE 2500,30.20mm,,92.00mm
140.68F.AEM,TERMINAL FURO TRIANGULAR,CI252,Δ 44.60mm/APLICA CI59/MACHO/SERIE VERDE,TDP SERIE 2500,30.20mm,,92.00mm
140.68F.DIST,TERMINAL FURO TRIANGULAR,CI252,Δ 44.60mm/APLICA CI59/MACHO/SERIE VERDE,TDP SERIE 2500,30.20mm,,92.00mm
140.68F.NOB,TERMINAL FURO TRIANGULAR,TIN252,Δ 44.60mm/APLICA CI59/MACHO/SERIE VERDE,TDP SERIE 2500,30.20mm,,92.00mm
140.69.AEM,TERMINAL LIMITADOR,CC297,6 ESTRIAS/Ө 1 3/8''(ENTRE ESTRIAS)/BICO DE PATO,TDP SERIE 2500,30.20mm,,92.00mm
140.80.PA,PORCA DO PARAFUSO DO FLANGE,500380,10.00X1.25mmX40.00mm/ SEXTAVADO 14.00mm,TOYOTA BANDEIRANTES,,,
140224101.ICT,PINO MANGA DE EIXO,140224101,"Ө 33,10 mm Temp",VW 8.120/8.150/9.150,,,
140224102.ICT,PINO MANGA DE EIXO,140224102,"Ө 33,20 mm Temp",VW 8.120/8.150/9.150,,,
140224103.ICT,PINO MANGA DE EIXO,140224103,"Ө 33,30 mm",VW 8.120/8.150/9.150,,,
140224345.ICT,PINO MANGA DE EIXO,140224345,"Ө 31,45 mm Temp",VW 8.120/8.150/9.150,,,
140224355.ICT,PINO MANGA DE EIXO,140224355,"Ө 31,55 mm Temp.",VW 8.120/8.150/9.150,,,
140224500.ICT,PINO MANGA DE EIXO,140224500,"Ө 41,00 mm Temp.",VW 12.140/15.180/16.210/17.220,,,
140224590.ICT,PINO MANGA DE EIXO,140224590,"Ө 40,90 mm Temp",VW 12.140/15.180/16.210/17.220,,,
140225075.ICT,PINO MANGA DE EIXO,140225075,"Ө 45,75 mm Temp.",VW 12.140/15.180/16.210/17.220,,,
140225085.ICT,PINO MANGA DE EIXO,140225085,"Ө 55,00 mm Temp.",VW 12.140/15.180/16.210/17.220,,,
141.10.CC,CRUZETA DO CARDAN,2686,COM GRAXEIRO,F-250 4X4/JHON DREE/DODGE RAM,30.10mm,,92.00mm
141.10.SPI,CRUZETA DO CARDAN,5.627X,SEM GRAXEIRO,F-250 4X4/JHON DREE/DODGE RAM,30.10mm,,92.00mm
141.11.SPI,GARFO DO CARDAN,3.28.57,TUBO DE 3¨X76.00mm,F-250 TRACAO DIANT/JHON DREE,30.10mm,,92.00mm
141.11C.NK,GARFO DO CARDAN,NC06015,TUBO DE 3¨X76.00mm,F-250 TRACAO DIANT/JHON DREE,30.10mm,,92.00mm
141.12.RAP,LUVA DESLIZANTE,SP-3080,LUVA DESLIZANTE 21 ESTRIAS (E),TOYOTA HILUX,,,
141.14.RAP,PONTEIRA DESLIZANTE,SP-3081,Monta Com: S743 / S744 / S745 / SC10407 / SP3080 / SP3082,TOYOTA HILUX SRV 4x4 201,,,
141.15.RAP,PONTEIRA FIXA,SP3082,BASE DE SOLDA  Ө 71.70mm/29 ESTRIAS,TOYOTA HILUX 2016 EM DIANTE,,32.00mm,
141.16.RAP,FLANGE DE ORELHA,S743,4 FUROS ARTICULACAO Monta Com: S744 / S745 / SC10407 / SP3080 / SP3081 / SP3082,TOYOTA HILUX SRV 4x4 201,,,
141.19.RAP,TERMINAL DE ORELHA,S745,CENTRAL 29 ESTRIAS (E) Monta Com: S743 / S744 / SC10407 / SP3080 / SP3081 / SP-3082,TOYOTA HILUX SRV 4x4 201,,,
141.27.CB,CARDAN TRASEIRO HILUX,4493,,DIVERSAS,,,
141.27.RCB,CARDAN TRASEIRO HILUX,4493,,,,,
141.27.SR,MANCAL COMPLETO CARDAN,R1082,PROJETO SUPORTE REI,FORD RANGER 2012 EM DIANT,,35.00mm,
141.32.RAP,PORCA DA PONTEIRA,SC10407,"M20X1,50 Monta Com: S743 / S744 / S745 / SC10407 / SP3080 / SP3081 / SP-3082",TOYOTA Hilux SRV 4x4 2016 em d,,,
141250600.ICT,PINO MANGA DE EIXO,141250600,"Ө 55,00 mm Temp.",Scânia 124/R440/G480,,,
142.10.AEM,CRUZETA DO CARDAN,CC504.1,COM COPINHO FURADO,SEMI EIXO JOHN DEERE,30.20mm,,81.60mm
142.10.ALB,CRUZETA DO CARDAN,ALB5.5274,SEM GRAXEIRO,JOHN DEERE/EIXO CARRARO VALTRA,30.20mm,,81.60mm
142.10.CCL,CRUZETA DO CARDAN,3186,COM GRAXEIRO,JOHN DEERE,30.20mm,,81.60mm
142.10.STH,CRUZETA DO CARDAN,CZ186,COM GRAXEIRO,JOHN DEERE,30.20mm,,81.60mm
143.10.ALB,CRUZETA DO CARDAN,ALB5.5236,JHON DEERE AL 160516/SIMILAR CZ137/ELBE 408/SEM GRAXEIRO,SEMI EIXO/CATERPILLA/JONHDREE,30.00mm,,83.10mm
143.10.CC,CRUZETA DO CARDAN,2658,COM GRAXEIRO,CATERPILLA,30.00mm,,83.10mm
143.10.ELB,CRUZETA DO CARDAN,1.100.110.014,JHON DEERE AL 160516/SIMILAR CZ137/ELBE 408/SEM GRAXEIRO,SEMI EIXO/CATERPILLA/JONHDREE,30.00mm,,83.10mm
143.10.LN,CRUZETA DO CARDAN,801120,JHON DEERE AL 160516/SIMILAR CZ137/ELBE 408/SEM GRAXEIRO,SEMI EIXO/CATERPILLA/JONHDREE,30.00mm,,83.10mm
143.10.STH,CRUZETA DO CARDAN,CZ148,JHON DEERE AL 160516/SIMILAR CZ137/ELBE 408/SEM GRAXEIRO,SEMI EIXO/CATERPILLA/JONHDREE,30.00mm,,83.10mm
143.11.ELB,GARFO DO CARDAN,4.091.001.003,JHON DEERE AL 160516/SIMILAR CZ137/ELBE 408/SEM GRAXEIRO,SEMI EIXO/CATERPILLA/JONHDREE,30.00mm,,83.10mm
143.11.STH,GARFO DUPLO USINADO,RGF702,MONTA COM CZ148,SEMI EIXO/CATERPILLA/JONHDREE,30.00mm,,83.10mm
143.12.STH,LUVA USINADA,RLV104,22 ESTRIAS MONTA COM CZ148,AGCO/M.FERGUSON/AGRALE/J.DEERE,30.00mm,,83.10mm
143.12A.STH,LUVA USINADA,RLV103,22 ESTRIAS MONTA COM CZ148,AGCO/M.FERGUSON/AGRALE/J.DEERE,30.00mm,,83.10mm
143.81.STH,TERMINAL H,RCA102,22 ESTRIAS DOS 2 LADOS/ COMPRIMENTO TOTAL 279.00mm,AGCO/J DEERE /M.FERGUSON/VALTR,30.00mm,,83.10mm
143370702.ICT,PINO MANGA DE EIXO,143370702,"Ө 35,20 mm Temp.",MB 1113/1313/1614,,,
143370703.ICT,PINO MANGA DE EIXO,143370703,"Ө 35,30 mm Temp",MB 1113/1313/1614,,,
143371602.ICT,PINO MANGA DE EIXO,143371602,"Ө 45,20 mm Temp",MB Atego 1418/1420/1728,,,
143371603.ICT,PINO MANGA DE EIXO,143371603,"Ө 45,30 mm Temp.",MB Atego 1418/1420/1728,,,
144.10.CC,CRUZETA DO CARDAN,2683,COM GRAXEIRO,CARREGADEIRA CHINESA,33.00mm,,93.00mm
145.10.CC,CRUZETA DO CARDAN,3037,COM GRAXEIRO,NEW HOLAND TRATOR 7630,32.00mm,,96.00mm
15.000.000.000.038,SUCATA MISTA,15.000.000.000.038,,DIVERSAS,,,
150.10..RCB,CRUZETA DO CARDAN,150.RCB,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.AEM,CRUZETA DO CARDAN,CC55,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.ALB,CRUZETA DO CARDAN,ALB5.160,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.AMX,CRUZETA DO CARDAN,CT5160,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.CC,CRUZETA DO CARDAN,2896,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.DIS,CRUZETA DO CARDAN,5.160XS,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.INP,CRUZETA DO CARDAN,IC55,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.MRT,CRUZETA DO CARDAN,801010,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.NK,CRUZETA DO CARDAN,NUJ160,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.RCB,CRUZETA DO CARDAN,150.RCB,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.SPI,CRUZETA DO CARDAN,5.160XS,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10.STH,CRUZETA DO CARDAN,CZ210,COM GRAXEIRO,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10A.AEM,CRUZETA DO CARDAN,CC55A,COM GRAXEIRO CENTRAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10A.MRT,CRUZETA DO CARDAN,5.160XS,COM GRAXEIRO LATERAL,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.10A.SPI,CRUZETA DO CARDAN,5.801X,FECHADA,F4000/D40/F600/TDP SERIE 5000,30.20mm,,106.20mm
150.11.ALB,GARFO DO CARDAN,ALB3.28.97,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.IN,GARFO DO CARDAN,7202,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.LN,GARFO DO CARDAN,41.067,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.NK,GARFO DO CARDAN,NC06004,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.NK.DIST,GARFO DO CARDAN,NC06004,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.RCB,GARFO DO CARDAN,150.RCB,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.SC,GARFO DO CARDAN,SG23,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.SPI,GARFO DO CARDAN,3.28.97,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11.STH,GARFO DO CARDAN,HGF616,BASE DE SOLDA Ө 72.30mm,F4000/D40/F600,30.20mm,,106.20mm
150.11A..RCB,GARFO DO CARDAN,RCB(3.28.367),BASE DE SOLDA Ө 85.90mm,F250/F350 EUROTECH,30.20mm,,106.20mm
150.11A.LN,GARFO DO CARDAN,301070,BASE DE SOLDA Ө 85.90mm,F250/F350 EUROTECH,30.20mm,,106.20mm
150.11A.RCB,GARFO DO CARDAN,RCB(3.28.367),BASE DE SOLDA Ө 85.90mm,F250/F350 EUROTECH,30.20mm,,106.20mm
150.11A.SPI,GARFO DO CARDAN,3.28.367,BASE DE SOLDA Ө 85.90mm,F250/F350 EUROTECH,30.20mm,,106.20mm
150.11B.CC,GARFO DO CARDAN,48557,BASE DE SOLDA Ө 85.00mm,VW 6.90/VW 7.100,30.20mm,,106.20mm
150.11B.NK,GARFO DO CARDAN,NC06014,BASE DE SOLDA Ө 85.00mm,VW 6.90/VW 7.100,30.20mm,,106.20mm
150.11B.RAP,GARFO DO CARDAN,S717,BASE DE SOLDA Ө 85.00mm,VW 6.90/VW 7.100,30.20mm,,106.20mm
150.11B.SC,GARFO DO CARDAN,SG24,BASE DE SOLDA Ө 85.00mm,VW 6.90/VW 7.100,30.20mm,,106.20mm
150.11B.SPI,GARFO DO CARDAN,3.28.557,BASE DE SOLDA Ө 85.00mm,VW 6.90/VW 7.100,30.20mm,,106.20mm
150.11B.STH,GARFO DUPLO USINADO,RGF710,MONTA COM CZ210,VALTRA/ VALMET,30.20mm,,106.20mm
150.11C.SPI,GARFO DO CARDAN FAMILIA ERRADA,3.28.57,,F-250 TRACAO DIANT/JHON DREE,30.20mm,,106.20mm
150.11D.SPI,GARFO DO CARDAN,3.28.457,,,30.20mm,,106.20mm
150.11E.SPI,GARFO DO CARDAN,3.28.267,BASE DE SOLDA Ө 71.30mm,IVECO 45.12,30.20mm,,106.20mm
150.11F.SPI,GARFO DO CARDAN,3.28.1097,BASE DE SOLDA Ө 82.40mm,F250/F350 EUROTECH,30.20mm,,106.20mm
150.12.CC,LUVA DO CARDAN,43788,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.IN,LUVA DO CARDAN,1105.ZN,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.LN,LUVA DO CARDAN,301087,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.MRT,LUVA DO CARDAN,801409,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.NK,LUVA DO CARDAN,NC08016,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.RAP,LUVA DO CARDAN,SP3062,16 ESTRIAS CURTA,F11000/ VW 7100,30.20mm,,106.20mm
150.12.RCB,LUVA DO CARDAN,150.RCB,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.SPI,LUVA DO CARDAN,3.3.788KX,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12.STH,LUVA DO CARDAN,HLV608,16 ESTRIAS CURTA,F4000/D40/F600,30.20mm,,106.20mm
150.12A.IN,LUVA DO CARDAN,2101.ZN,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
150.12A.LN,LUVA DO CARDAN,501020,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
150.12A.MRT,LUVA DO CARDAN,801416,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
150.12A.NK,LUVA DO CARDAN,NC08008,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
150.12A.RAP,LUVA DO CARDAN,SP3059,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
150.12A.SPI,LUVA DO CARDAN,3.3.1481KX,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
150.12A.STH,LUVA DO CARDAN,HLV606,16 ESTRIAS LONGA,D40,30.20mm,,106.20mm
